date,narration,debit,credit,balance,account_number
2024-03-27 00:00:00,POS PURCHASE VENDOR X,50000,0,35669000,1234567890
2024-03-27 06:00:00,SALARY PAYMENT,50000,0,35619000,1234567890
2024-03-27 12:00:00,INWARD TRANSFER,5000,0,35614000,1234567890
2024-03-27 18:00:00,ATM WITHDRAWAL,50000,0,35564000,1234567890
2024-03-28 00:00:00,POS PURCHASE VENDOR X,15000,0,35549000,1234567890
2024-03-28 06:00:00,TRANSFER TO JOHN DOE,15000,0,35534000,1234567890
2024-03-28 12:00:00,POS PURCHASE VENDOR X,184000,0,35350000,1234567890
2024-03-28 18:00:00,BANK CHARGE COMMISSION,5000,0,35345000,1234567890
2024-03-29 00:00:00,TRANSFER TO JOHN DOE,50000,0,35295000,1234567890
2024-03-29 06:00:00,TRANSFER TO JOHN DOE,15000,0,35280000,1234567890
2024-03-29 12:00:00,ATM WITHDRAWAL,50000,0,35230000,1234567890
2024-03-29 18:00:00,POS PURCHASE VENDOR X,0,100000,35330000,1234567890
2024-03-30 00:00:00,INWARD TRANSFER,50000,0,35280000,1234567890
2024-03-30 06:00:00,TRANSFER TO JOHN DOE,184000,0,35096000,1234567890
2024-03-30 12:00:00,TRANSFER TO JOHN DOE,0,0,35096000,1234567890
2024-03-30 18:00:00,INWARD TRANSFER,5000,0,35091000,1234567890
2024-03-31 00:00:00,TRANSFER TO JOHN DOE,50000,0,35041000,1234567890
2024-03-31 06:00:00,BANK CHARGE COMMISSION,50000,0,34991000,1234567890
2024-03-31 12:00:00,INWARD TRANSFER,0,2400000,37391000,1234567890
2024-03-31 18:00:00,BANK CHARGE COMMISSION,184000,0,37207000,1234567890
2024-04-01 00:00:00,POS PURCHASE VENDOR X,184000,0,37023000,1234567890
2024-04-01 06:00:00,SALARY PAYMENT,184000,0,36839000,1234567890
2024-04-01 12:00:00,SALARY PAYMENT,5000,0,36834000,1234567890
2024-04-01 18:00:00,SALARY PAYMENT,0,100000,36934000,1234567890
2024-04-02 00:00:00,POS PURCHASE VENDOR X,15000,0,36919000,1234567890
2024-04-02 06:00:00,POS PURCHASE VENDOR X,5000,0,36914000,1234567890
2024-04-02 12:00:00,SALARY PAYMENT,184000,0,36730000,1234567890
2024-04-02 18:00:00,BANK CHARGE COMMISSION,184000,0,36546000,1234567890
2024-04-03 00:00:00,TRANSFER TO JOHN DOE,50000,0,36496000,1234567890
2024-04-03 06:00:00,TRANSFER TO JOHN DOE,5000,0,36491000,1234567890
2024-04-03 12:00:00,SALARY PAYMENT,0,2400000,38891000,1234567890
2024-04-03 18:00:00,INWARD TRANSFER,184000,0,38707000,1234567890
2024-04-04 00:00:00,INWARD TRANSFER,15000,0,38692000,1234567890
2024-04-04 06:00:00,TRANSFER TO JOHN DOE,50000,0,38642000,1234567890
2024-04-04 12:00:00,ATM WITHDRAWAL,0,100000,38742000,1234567890
2024-04-04 18:00:00,BANK CHARGE COMMISSION,0,100000,38842000,1234567890
2024-04-05 00:00:00,BANK CHARGE COMMISSION,0,2400000,41242000,1234567890
2024-04-05 06:00:00,BANK CHARGE COMMISSION,50000,0,41192000,1234567890
2024-04-05 12:00:00,ATM WITHDRAWAL,15000,0,41177000,1234567890
2024-04-05 18:00:00,INWARD TRANSFER,184000,0,40993000,1234567890
2024-04-06 00:00:00,SALARY PAYMENT,50000,0,40943000,1234567890
2024-04-06 06:00:00,INWARD TRANSFER,50000,0,40893000,1234567890
2024-04-06 12:00:00,BANK CHARGE COMMISSION,15000,0,40878000,1234567890
2024-04-06 18:00:00,SALARY PAYMENT,0,2400000,43278000,1234567890
2024-04-07 00:00:00,INWARD TRANSFER,184000,0,43094000,1234567890
2024-04-07 06:00:00,BANK CHARGE COMMISSION,5000,0,43089000,1234567890
2024-04-07 12:00:00,TRANSFER TO JOHN DOE,0,100000,43189000,1234567890
2024-04-07 18:00:00,TRANSFER TO JOHN DOE,0,100000,43289000,1234567890
2024-04-08 00:00:00,INWARD TRANSFER,15000,0,43274000,1234567890
2024-04-08 06:00:00,SALARY PAYMENT,5000,0,43269000,1234567890
2024-04-08 12:00:00,ATM WITHDRAWAL,184000,0,43085000,1234567890
2024-04-08 18:00:00,INWARD TRANSFER,184000,0,42901000,1234567890
2024-04-09 00:00:00,SALARY PAYMENT,184000,0,42717000,1234567890
2024-04-09 06:00:00,POS PURCHASE VENDOR X,15000,0,42702000,1234567890
2024-04-09 12:00:00,BANK CHARGE COMMISSION,5000,0,42697000,1234567890
2024-04-09 18:00:00,POS PURCHASE VENDOR X,5000,0,42692000,1234567890
2024-04-10 00:00:00,INWARD TRANSFER,0,0,42692000,1234567890
2024-04-10 06:00:00,TRANSFER TO JOHN DOE,50000,0,42642000,1234567890
2024-04-10 12:00:00,BANK CHARGE COMMISSION,5000,0,42637000,1234567890
2024-04-10 18:00:00,INWARD TRANSFER,184000,0,42453000,1234567890
2024-04-11 00:00:00,ATM WITHDRAWAL,184000,0,42269000,1234567890
2024-04-11 06:00:00,INWARD TRANSFER,50000,0,42219000,1234567890
2024-04-11 12:00:00,ATM WITHDRAWAL,50000,0,42169000,1234567890
2024-04-11 18:00:00,TRANSFER TO JOHN DOE,0,2400000,44569000,1234567890
2024-04-12 00:00:00,SALARY PAYMENT,0,0,44569000,1234567890
2024-04-12 06:00:00,ATM WITHDRAWAL,15000,0,44554000,1234567890
2024-04-12 12:00:00,POS PURCHASE VENDOR X,184000,0,44370000,1234567890
2024-04-12 18:00:00,SALARY PAYMENT,15000,0,44355000,1234567890
2024-04-13 00:00:00,POS PURCHASE VENDOR X,184000,0,44171000,1234567890
2024-04-13 06:00:00,POS PURCHASE VENDOR X,15000,0,44156000,1234567890
2024-04-13 12:00:00,POS PURCHASE VENDOR X,0,0,44156000,1234567890
2024-04-13 18:00:00,POS PURCHASE VENDOR X,5000,0,44151000,1234567890
2024-04-14 00:00:00,ATM WITHDRAWAL,50000,0,44101000,1234567890
2024-04-14 06:00:00,POS PURCHASE VENDOR X,184000,0,43917000,1234567890
2024-04-14 12:00:00,BANK CHARGE COMMISSION,0,100000,44017000,1234567890
2024-04-14 18:00:00,ATM WITHDRAWAL,0,2400000,46417000,1234567890
2024-04-15 00:00:00,TRANSFER TO JOHN DOE,0,2400000,48817000,1234567890
2024-04-15 06:00:00,ATM WITHDRAWAL,15000,0,48802000,1234567890
2024-04-15 12:00:00,INWARD TRANSFER,50000,0,48752000,1234567890
2024-04-15 18:00:00,TRANSFER TO JOHN DOE,0,2400000,51152000,1234567890
2024-04-16 00:00:00,POS PURCHASE VENDOR X,15000,0,51137000,1234567890
2024-04-16 06:00:00,POS PURCHASE VENDOR X,0,2400000,53537000,1234567890
2024-04-16 12:00:00,INWARD TRANSFER,15000,0,53522000,1234567890
2024-04-16 18:00:00,SALARY PAYMENT,5000,0,53517000,1234567890
2024-04-17 00:00:00,POS PURCHASE VENDOR X,15000,0,53502000,1234567890
2024-04-17 06:00:00,TRANSFER TO JOHN DOE,184000,0,53318000,1234567890
2024-04-17 12:00:00,TRANSFER TO JOHN DOE,50000,0,53268000,1234567890
2024-04-17 18:00:00,TRANSFER TO JOHN DOE,15000,0,53253000,1234567890
2024-04-18 00:00:00,ATM WITHDRAWAL,50000,0,53203000,1234567890
2024-04-18 06:00:00,ATM WITHDRAWAL,15000,0,53188000,1234567890
2024-04-18 12:00:00,TRANSFER TO JOHN DOE,50000,0,53138000,1234567890
2024-04-18 18:00:00,ATM WITHDRAWAL,5000,0,53133000,1234567890
2024-04-19 00:00:00,SALARY PAYMENT,184000,0,52949000,1234567890
2024-04-19 06:00:00,ATM WITHDRAWAL,184000,0,52765000,1234567890
2024-04-19 12:00:00,BANK CHARGE COMMISSION,184000,0,52581000,1234567890
2024-04-19 18:00:00,SALARY PAYMENT,15000,0,52566000,1234567890
2024-04-20 00:00:00,ATM WITHDRAWAL,184000,0,52382000,1234567890
2024-04-20 06:00:00,BANK CHARGE COMMISSION,0,100000,52482000,1234567890
2024-04-20 12:00:00,SALARY PAYMENT,0,2400000,54882000,1234567890
2024-04-20 18:00:00,BANK CHARGE COMMISSION,184000,0,54698000,1234567890
2024-04-21 00:00:00,ATM WITHDRAWAL,184000,0,54514000,1234567890
2024-04-21 06:00:00,ATM WITHDRAWAL,15000,0,54499000,1234567890
2024-04-21 12:00:00,ATM WITHDRAWAL,184000,0,54315000,1234567890
2024-04-21 18:00:00,POS PURCHASE VENDOR X,50000,0,54265000,1234567890
2024-04-22 00:00:00,BANK CHARGE COMMISSION,5000,0,54260000,1234567890
2024-04-22 06:00:00,POS PURCHASE VENDOR X,15000,0,54245000,1234567890
2024-04-22 12:00:00,TRANSFER TO JOHN DOE,15000,0,54230000,1234567890
2024-04-22 18:00:00,ATM WITHDRAWAL,0,2400000,56630000,1234567890
2024-04-23 00:00:00,TRANSFER TO JOHN DOE,15000,0,56615000,1234567890
2024-04-23 06:00:00,SALARY PAYMENT,15000,0,56600000,1234567890
2024-04-23 12:00:00,POS PURCHASE VENDOR X,5000,0,56595000,1234567890
2024-04-23 18:00:00,BANK CHARGE COMMISSION,50000,0,56545000,1234567890
2024-04-24 00:00:00,INWARD TRANSFER,5000,0,56540000,1234567890
2024-04-24 06:00:00,ATM WITHDRAWAL,50000,0,56490000,1234567890
2024-04-24 12:00:00,TRANSFER TO JOHN DOE,0,0,56490000,1234567890
2024-04-24 18:00:00,TRANSFER TO JOHN DOE,5000,0,56485000,1234567890
2024-04-25 00:00:00,TRANSFER TO JOHN DOE,5000,0,56480000,1234567890
2024-04-25 06:00:00,POS PURCHASE VENDOR X,5000,0,56475000,1234567890
2024-04-25 12:00:00,POS PURCHASE VENDOR X,184000,0,56291000,1234567890
2024-04-25 18:00:00,INWARD TRANSFER,184000,0,56107000,1234567890
2024-04-26 00:00:00,SALARY PAYMENT,5000,0,56102000,1234567890
2024-04-26 06:00:00,POS PURCHASE VENDOR X,15000,0,56087000,1234567890
2024-04-26 12:00:00,BANK CHARGE COMMISSION,0,100000,56187000,1234567890
2024-04-26 18:00:00,BANK CHARGE COMMISSION,15000,0,56172000,1234567890
2024-04-27 00:00:00,TRANSFER TO JOHN DOE,0,100000,56272000,1234567890
2024-04-27 06:00:00,ATM WITHDRAWAL,0,0,56272000,1234567890
2024-04-27 12:00:00,TRANSFER TO JOHN DOE,184000,0,56088000,1234567890
2024-04-27 18:00:00,BANK CHARGE COMMISSION,0,100000,56188000,1234567890
2024-04-28 00:00:00,BANK CHARGE COMMISSION,5000,0,56183000,1234567890
2024-04-28 06:00:00,BANK CHARGE COMMISSION,5000,0,56178000,1234567890
2024-04-28 12:00:00,TRANSFER TO JOHN DOE,0,0,56178000,1234567890
2024-04-28 18:00:00,INWARD TRANSFER,184000,0,55994000,1234567890
2024-04-29 00:00:00,ATM WITHDRAWAL,15000,0,55979000,1234567890
2024-04-29 06:00:00,INWARD TRANSFER,184000,0,55795000,1234567890
2024-04-29 12:00:00,INWARD TRANSFER,184000,0,55611000,1234567890
2024-04-29 18:00:00,ATM WITHDRAWAL,15000,0,55596000,1234567890
2024-04-30 00:00:00,BANK CHARGE COMMISSION,5000,0,55591000,1234567890
2024-04-30 06:00:00,BANK CHARGE COMMISSION,50000,0,55541000,1234567890
2024-04-30 12:00:00,TRANSFER TO JOHN DOE,184000,0,55357000,1234567890
2024-04-30 18:00:00,TRANSFER TO JOHN DOE,5000,0,55352000,1234567890
2024-05-01 00:00:00,INWARD TRANSFER,0,100000,55452000,1234567890
2024-05-01 06:00:00,ATM WITHDRAWAL,184000,0,55268000,1234567890
2024-05-01 12:00:00,ATM WITHDRAWAL,184000,0,55084000,1234567890
2024-05-01 18:00:00,POS PURCHASE VENDOR X,0,2400000,57484000,1234567890
2024-05-02 00:00:00,POS PURCHASE VENDOR X,50000,0,57434000,1234567890
2024-05-02 06:00:00,INWARD TRANSFER,50000,0,57384000,1234567890
2024-05-02 12:00:00,TRANSFER TO JOHN DOE,15000,0,57369000,1234567890
2024-05-02 18:00:00,BANK CHARGE COMMISSION,0,0,57369000,1234567890
2024-05-03 00:00:00,SALARY PAYMENT,5000,0,57364000,1234567890
2024-05-03 06:00:00,BANK CHARGE COMMISSION,5000,0,57359000,1234567890
2024-05-03 12:00:00,INWARD TRANSFER,50000,0,57309000,1234567890
2024-05-03 18:00:00,ATM WITHDRAWAL,15000,0,57294000,1234567890
2024-05-04 00:00:00,POS PURCHASE VENDOR X,15000,0,57279000,1234567890
2024-05-04 06:00:00,TRANSFER TO JOHN DOE,5000,0,57274000,1234567890
2024-05-04 12:00:00,ATM WITHDRAWAL,15000,0,57259000,1234567890
2024-05-04 18:00:00,TRANSFER TO JOHN DOE,50000,0,57209000,1234567890
2024-05-05 00:00:00,TRANSFER TO JOHN DOE,50000,0,57159000,1234567890
2024-05-05 06:00:00,INWARD TRANSFER,15000,0,57144000,1234567890
2024-05-05 12:00:00,POS PURCHASE VENDOR X,50000,0,57094000,1234567890
2024-05-05 18:00:00,POS PURCHASE VENDOR X,50000,0,57044000,1234567890
2024-05-06 00:00:00,SALARY PAYMENT,15000,0,57029000,1234567890
2024-05-06 06:00:00,BANK CHARGE COMMISSION,50000,0,56979000,1234567890
2024-05-06 12:00:00,ATM WITHDRAWAL,0,100000,57079000,1234567890
2024-05-06 18:00:00,SALARY PAYMENT,50000,0,57029000,1234567890
2024-05-07 00:00:00,SALARY PAYMENT,184000,0,56845000,1234567890
2024-05-07 06:00:00,ATM WITHDRAWAL,5000,0,56840000,1234567890
2024-05-07 12:00:00,SALARY PAYMENT,0,0,56840000,1234567890
2024-05-07 18:00:00,POS PURCHASE VENDOR X,15000,0,56825000,1234567890
2024-05-08 00:00:00,TRANSFER TO JOHN DOE,5000,0,56820000,1234567890
2024-05-08 06:00:00,BANK CHARGE COMMISSION,184000,0,56636000,1234567890
2024-05-08 12:00:00,SALARY PAYMENT,5000,0,56631000,1234567890
2024-05-08 18:00:00,BANK CHARGE COMMISSION,50000,0,56581000,1234567890
2024-05-09 00:00:00,TRANSFER TO JOHN DOE,5000,0,56576000,1234567890
2024-05-09 06:00:00,BANK CHARGE COMMISSION,15000,0,56561000,1234567890
2024-05-09 12:00:00,TRANSFER TO JOHN DOE,50000,0,56511000,1234567890
2024-05-09 18:00:00,BANK CHARGE COMMISSION,50000,0,56461000,1234567890
2024-05-10 00:00:00,POS PURCHASE VENDOR X,184000,0,56277000,1234567890
2024-05-10 06:00:00,SALARY PAYMENT,5000,0,56272000,1234567890
2024-05-10 12:00:00,BANK CHARGE COMMISSION,184000,0,56088000,1234567890
2024-05-10 18:00:00,BANK CHARGE COMMISSION,50000,0,56038000,1234567890
2024-05-11 00:00:00,ATM WITHDRAWAL,50000,0,55988000,1234567890
2024-05-11 06:00:00,BANK CHARGE COMMISSION,184000,0,55804000,1234567890
2024-05-11 12:00:00,SALARY PAYMENT,50000,0,55754000,1234567890
2024-05-11 18:00:00,SALARY PAYMENT,5000,0,55749000,1234567890
2024-05-12 00:00:00,TRANSFER TO JOHN DOE,0,2400000,58149000,1234567890
2024-05-12 06:00:00,POS PURCHASE VENDOR X,184000,0,57965000,1234567890
2024-05-12 12:00:00,BANK CHARGE COMMISSION,15000,0,57950000,1234567890
2024-05-12 18:00:00,POS PURCHASE VENDOR X,0,2400000,60350000,1234567890
2024-05-13 00:00:00,POS PURCHASE VENDOR X,15000,0,60335000,1234567890
2024-05-13 06:00:00,BANK CHARGE COMMISSION,50000,0,60285000,1234567890
2024-05-13 12:00:00,ATM WITHDRAWAL,0,0,60285000,1234567890
2024-05-13 18:00:00,INWARD TRANSFER,50000,0,60235000,1234567890
2024-05-14 00:00:00,BANK CHARGE COMMISSION,50000,0,60185000,1234567890
2024-05-14 06:00:00,INWARD TRANSFER,184000,0,60001000,1234567890
2024-05-14 12:00:00,BANK CHARGE COMMISSION,15000,0,59986000,1234567890
2024-05-14 18:00:00,POS PURCHASE VENDOR X,5000,0,59981000,1234567890
2024-05-15 00:00:00,BANK CHARGE COMMISSION,184000,0,59797000,1234567890
2024-05-15 06:00:00,INWARD TRANSFER,184000,0,59613000,1234567890
2024-05-15 12:00:00,POS PURCHASE VENDOR X,15000,0,59598000,1234567890
2024-05-15 18:00:00,BANK CHARGE COMMISSION,184000,0,59414000,1234567890
2024-05-16 00:00:00,ATM WITHDRAWAL,15000,0,59399000,1234567890
2024-05-16 06:00:00,TRANSFER TO JOHN DOE,184000,0,59215000,1234567890
2024-05-16 12:00:00,BANK CHARGE COMMISSION,0,0,59215000,1234567890
2024-05-16 18:00:00,ATM WITHDRAWAL,15000,0,59200000,1234567890
2024-05-17 00:00:00,INWARD TRANSFER,5000,0,59195000,1234567890
2024-05-17 06:00:00,SALARY PAYMENT,184000,0,59011000,1234567890
2024-05-17 12:00:00,ATM WITHDRAWAL,0,0,59011000,1234567890
2024-05-17 18:00:00,TRANSFER TO JOHN DOE,5000,0,59006000,1234567890
2024-05-18 00:00:00,ATM WITHDRAWAL,184000,0,58822000,1234567890
2024-05-18 06:00:00,SALARY PAYMENT,184000,0,58638000,1234567890
2024-05-18 12:00:00,BANK CHARGE COMMISSION,50000,0,58588000,1234567890
2024-05-18 18:00:00,ATM WITHDRAWAL,184000,0,58404000,1234567890
2024-05-19 00:00:00,BANK CHARGE COMMISSION,5000,0,58399000,1234567890
2024-05-19 06:00:00,INWARD TRANSFER,5000,0,58394000,1234567890
2024-05-19 12:00:00,TRANSFER TO JOHN DOE,0,100000,58494000,1234567890
2024-05-19 18:00:00,SALARY PAYMENT,50000,0,58444000,1234567890
2024-05-20 00:00:00,ATM WITHDRAWAL,0,0,58444000,1234567890
2024-05-20 06:00:00,TRANSFER TO JOHN DOE,0,0,58444000,1234567890
2024-05-20 12:00:00,ATM WITHDRAWAL,184000,0,58260000,1234567890
2024-05-20 18:00:00,TRANSFER TO JOHN DOE,0,2400000,60660000,1234567890
2024-05-21 00:00:00,ATM WITHDRAWAL,15000,0,60645000,1234567890
2024-05-21 06:00:00,INWARD TRANSFER,50000,0,60595000,1234567890
2024-05-21 12:00:00,SALARY PAYMENT,184000,0,60411000,1234567890
2024-05-21 18:00:00,SALARY PAYMENT,15000,0,60396000,1234567890
2024-05-22 00:00:00,INWARD TRANSFER,5000,0,60391000,1234567890
2024-05-22 06:00:00,BANK CHARGE COMMISSION,50000,0,60341000,1234567890
2024-05-22 12:00:00,ATM WITHDRAWAL,5000,0,60336000,1234567890
2024-05-22 18:00:00,INWARD TRANSFER,5000,0,60331000,1234567890
2024-05-23 00:00:00,INWARD TRANSFER,184000,0,60147000,1234567890
2024-05-23 06:00:00,TRANSFER TO JOHN DOE,15000,0,60132000,1234567890
2024-05-23 12:00:00,INWARD TRANSFER,50000,0,60082000,1234567890
2024-05-23 18:00:00,INWARD TRANSFER,184000,0,59898000,1234567890
2024-05-24 00:00:00,BANK CHARGE COMMISSION,0,0,59898000,1234567890
2024-05-24 06:00:00,POS PURCHASE VENDOR X,50000,0,59848000,1234567890
2024-05-24 12:00:00,SALARY PAYMENT,184000,0,59664000,1234567890
2024-05-24 18:00:00,TRANSFER TO JOHN DOE,50000,0,59614000,1234567890
2024-05-25 00:00:00,INWARD TRANSFER,50000,0,59564000,1234567890
2024-05-25 06:00:00,POS PURCHASE VENDOR X,184000,0,59380000,1234567890
2024-05-25 12:00:00,POS PURCHASE VENDOR X,5000,0,59375000,1234567890
2024-05-25 18:00:00,INWARD TRANSFER,5000,0,59370000,1234567890
2024-05-26 00:00:00,BANK CHARGE COMMISSION,184000,0,59186000,1234567890
2024-05-26 06:00:00,SALARY PAYMENT,50000,0,59136000,1234567890
2024-05-26 12:00:00,SALARY PAYMENT,5000,0,59131000,1234567890
2024-05-26 18:00:00,SALARY PAYMENT,15000,0,59116000,1234567890
2024-05-27 00:00:00,ATM WITHDRAWAL,0,100000,59216000,1234567890
2024-05-27 06:00:00,SALARY PAYMENT,0,100000,59316000,1234567890
2024-05-27 12:00:00,BANK CHARGE COMMISSION,15000,0,59301000,1234567890
2024-05-27 18:00:00,INWARD TRANSFER,15000,0,59286000,1234567890
2024-05-28 00:00:00,TRANSFER TO JOHN DOE,15000,0,59271000,1234567890
2024-05-28 06:00:00,ATM WITHDRAWAL,50000,0,59221000,1234567890
2024-05-28 12:00:00,ATM WITHDRAWAL,5000,0,59216000,1234567890
2024-05-28 18:00:00,INWARD TRANSFER,15000,0,59201000,1234567890
2024-05-29 00:00:00,INWARD TRANSFER,184000,0,59017000,1234567890
2024-05-29 06:00:00,TRANSFER TO JOHN DOE,0,2400000,61417000,1234567890
2024-05-29 12:00:00,SALARY PAYMENT,0,2400000,63817000,1234567890
2024-05-29 18:00:00,BANK CHARGE COMMISSION,15000,0,63802000,1234567890
2024-05-30 00:00:00,TRANSFER TO JOHN DOE,5000,0,63797000,1234567890
2024-05-30 06:00:00,SALARY PAYMENT,15000,0,63782000,1234567890
2024-05-30 12:00:00,INWARD TRANSFER,184000,0,63598000,1234567890
2024-05-30 18:00:00,TRANSFER TO JOHN DOE,15000,0,63583000,1234567890
2024-05-31 00:00:00,SALARY PAYMENT,50000,0,63533000,1234567890
2024-05-31 06:00:00,INWARD TRANSFER,15000,0,63518000,1234567890
2024-05-31 12:00:00,ATM WITHDRAWAL,50000,0,63468000,1234567890
2024-05-31 18:00:00,TRANSFER TO JOHN DOE,5000,0,63463000,1234567890
2024-06-01 00:00:00,POS PURCHASE VENDOR X,5000,0,63458000,1234567890
2024-06-01 06:00:00,ATM WITHDRAWAL,184000,0,63274000,1234567890
2024-06-01 12:00:00,POS PURCHASE VENDOR X,5000,0,63269000,1234567890
2024-06-01 18:00:00,INWARD TRANSFER,50000,0,63219000,1234567890
2024-06-02 00:00:00,POS PURCHASE VENDOR X,5000,0,63214000,1234567890
2024-06-02 06:00:00,BANK CHARGE COMMISSION,50000,0,63164000,1234567890
2024-06-02 12:00:00,SALARY PAYMENT,184000,0,62980000,1234567890
2024-06-02 18:00:00,INWARD TRANSFER,50000,0,62930000,1234567890
2024-06-03 00:00:00,POS PURCHASE VENDOR X,15000,0,62915000,1234567890
2024-06-03 06:00:00,INWARD TRANSFER,5000,0,62910000,1234567890
2024-06-03 12:00:00,BANK CHARGE COMMISSION,0,2400000,65310000,1234567890
2024-06-03 18:00:00,POS PURCHASE VENDOR X,15000,0,65295000,1234567890
2024-06-04 00:00:00,POS PURCHASE VENDOR X,50000,0,65245000,1234567890
2024-06-04 06:00:00,ATM WITHDRAWAL,15000,0,65230000,1234567890
2024-06-04 12:00:00,POS PURCHASE VENDOR X,15000,0,65215000,1234567890
2024-06-04 18:00:00,SALARY PAYMENT,15000,0,65200000,1234567890
2024-06-05 00:00:00,POS PURCHASE VENDOR X,15000,0,65185000,1234567890
2024-06-05 06:00:00,INWARD TRANSFER,50000,0,65135000,1234567890
2024-06-05 12:00:00,BANK CHARGE COMMISSION,5000,0,65130000,1234567890
2024-06-05 18:00:00,TRANSFER TO JOHN DOE,5000,0,65125000,1234567890
2024-06-06 00:00:00,SALARY PAYMENT,15000,0,65110000,1234567890
2024-06-06 06:00:00,BANK CHARGE COMMISSION,0,100000,65210000,1234567890
2024-06-06 12:00:00,BANK CHARGE COMMISSION,5000,0,65205000,1234567890
2024-06-06 18:00:00,POS PURCHASE VENDOR X,50000,0,65155000,1234567890
2024-06-07 00:00:00,TRANSFER TO JOHN DOE,50000,0,65105000,1234567890
2024-06-07 06:00:00,TRANSFER TO JOHN DOE,5000,0,65100000,1234567890
2024-06-07 12:00:00,BANK CHARGE COMMISSION,50000,0,65050000,1234567890
2024-06-07 18:00:00,INWARD TRANSFER,50000,0,65000000,1234567890
2024-06-08 00:00:00,TRANSFER TO JOHN DOE,184000,0,64816000,1234567890
2024-06-08 06:00:00,TRANSFER TO JOHN DOE,50000,0,64766000,1234567890
2024-06-08 12:00:00,SALARY PAYMENT,5000,0,64761000,1234567890
2024-06-08 18:00:00,BANK CHARGE COMMISSION,5000,0,64756000,1234567890
2024-06-09 00:00:00,SALARY PAYMENT,0,0,64756000,1234567890
2024-06-09 06:00:00,SALARY PAYMENT,15000,0,64741000,1234567890
2024-06-09 12:00:00,ATM WITHDRAWAL,5000,0,64736000,1234567890
2024-06-09 18:00:00,TRANSFER TO JOHN DOE,50000,0,64686000,1234567890
2024-06-10 00:00:00,SALARY PAYMENT,0,0,64686000,1234567890
2024-06-10 06:00:00,SALARY PAYMENT,184000,0,64502000,1234567890
2024-06-10 12:00:00,BANK CHARGE COMMISSION,0,2400000,66902000,1234567890
2024-06-10 18:00:00,ATM WITHDRAWAL,50000,0,66852000,1234567890
2024-06-11 00:00:00,BANK CHARGE COMMISSION,5000,0,66847000,1234567890
2024-06-11 06:00:00,SALARY PAYMENT,0,0,66847000,1234567890
2024-06-11 12:00:00,BANK CHARGE COMMISSION,50000,0,66797000,1234567890
2024-06-11 18:00:00,INWARD TRANSFER,184000,0,66613000,1234567890
2024-06-12 00:00:00,POS PURCHASE VENDOR X,0,0,66613000,1234567890
2024-06-12 06:00:00,ATM WITHDRAWAL,50000,0,66563000,1234567890
2024-06-12 12:00:00,SALARY PAYMENT,15000,0,66548000,1234567890
2024-06-12 18:00:00,SALARY PAYMENT,5000,0,66543000,1234567890
2024-06-13 00:00:00,SALARY PAYMENT,50000,0,66493000,1234567890
2024-06-13 06:00:00,POS PURCHASE VENDOR X,15000,0,66478000,1234567890
2024-06-13 12:00:00,ATM WITHDRAWAL,5000,0,66473000,1234567890
2024-06-13 18:00:00,SALARY PAYMENT,5000,0,66468000,1234567890
2024-06-14 00:00:00,ATM WITHDRAWAL,5000,0,66463000,1234567890
2024-06-14 06:00:00,SALARY PAYMENT,15000,0,66448000,1234567890
2024-06-14 12:00:00,TRANSFER TO JOHN DOE,0,0,66448000,1234567890
2024-06-14 18:00:00,INWARD TRANSFER,15000,0,66433000,1234567890
2024-06-15 00:00:00,INWARD TRANSFER,15000,0,66418000,1234567890
2024-06-15 06:00:00,BANK CHARGE COMMISSION,50000,0,66368000,1234567890
2024-06-15 12:00:00,POS PURCHASE VENDOR X,50000,0,66318000,1234567890
2024-06-15 18:00:00,SALARY PAYMENT,184000,0,66134000,1234567890
2024-06-16 00:00:00,SALARY PAYMENT,15000,0,66119000,1234567890
2024-06-16 06:00:00,BANK CHARGE COMMISSION,15000,0,66104000,1234567890
2024-06-16 12:00:00,INWARD TRANSFER,184000,0,65920000,1234567890
2024-06-16 18:00:00,BANK CHARGE COMMISSION,15000,0,65905000,1234567890
2024-06-17 00:00:00,INWARD TRANSFER,15000,0,65890000,1234567890
2024-06-17 06:00:00,INWARD TRANSFER,184000,0,65706000,1234567890
2024-06-17 12:00:00,ATM WITHDRAWAL,184000,0,65522000,1234567890
2024-06-17 18:00:00,BANK CHARGE COMMISSION,184000,0,65338000,1234567890
2024-06-18 00:00:00,ATM WITHDRAWAL,5000,0,65333000,1234567890
2024-06-18 06:00:00,BANK CHARGE COMMISSION,50000,0,65283000,1234567890
2024-06-18 12:00:00,SALARY PAYMENT,184000,0,65099000,1234567890
2024-06-18 18:00:00,INWARD TRANSFER,5000,0,65094000,1234567890
2024-06-19 00:00:00,SALARY PAYMENT,50000,0,65044000,1234567890
2024-06-19 06:00:00,INWARD TRANSFER,184000,0,64860000,1234567890
2024-06-19 12:00:00,TRANSFER TO JOHN DOE,15000,0,64845000,1234567890
2024-06-19 18:00:00,ATM WITHDRAWAL,15000,0,64830000,1234567890
2024-06-20 00:00:00,SALARY PAYMENT,50000,0,64780000,1234567890
2024-06-20 06:00:00,POS PURCHASE VENDOR X,0,2400000,67180000,1234567890
2024-06-20 12:00:00,BANK CHARGE COMMISSION,50000,0,67130000,1234567890
2024-06-20 18:00:00,SALARY PAYMENT,5000,0,67125000,1234567890
2024-06-21 00:00:00,POS PURCHASE VENDOR X,15000,0,67110000,1234567890
